I feel encouraged to talk to my tech lead about issues
Neutral

Strongly agree

Neutral
Neutral

Strongly agree


Somewhat agree
Strongly agree
Neutral
Neutral
Strongly agree
Strongly agree
Neutral


Strongly agree
Neutral
Somewhat disagree
Somewhat agree
Strongly agree
Somewhat disagree
Strongly agree
Somewhat agree
Somewhat disagree
